Code zone (FAO),Zone,politc_stab,n_pop,inflation,deflator,chik_export,chik_import,disp_alim
198,Slov?nie,80.63,0.0,0.0,9136.5472,439902.0,1267578.0,0.0
198,Slovénie,0.0,18582.684999999998,0.0,0.0,0.0,0.0,97.12
199,Slovaquie,920.7,5374289.36,0.0,98002.215,457810704.0,469670994.0,19495.08
200,Singapour,1243.44,4896042.327,0.0,90223.7211,108.0,2070860.0,0.0
201,Somalie,-2336.4,11999116.602,0.0,100235.5884,48564.0,518.0,0.0
202,Afrique du Sud,-104.94,43179925.448,0.0,83098.7064,23927772.0,1698504.0,10810.8
203,Espagne,146.52,46357646.17,0.0,99239.751,204185070.0,564699564.0,34308.36
203,Tch?quie,0.0,0.0,384.640884,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
204,B?nin,0.0,0.0,244.285346,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
205,Sahara occidental,0.0,4668.532,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
206,Soudan (ex),0.0,89233.757,0.0,0.0,0.0,1381.0,0.0
207,Suriname,116.82000000000001,437943.968,0.0,110738.3616,936.0,47268.0,1371.6
208,Danemark,0.0,0.0,165.194279,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
208,Tadjikistan,-872.1899999999999,8196215.61,0.0,98881.092,31200.0,3133800.0,5275.2
209,Eswatini,-336.6,977837.5530000001,0.0,90782.0622,5135025.0,5252800.0,12390.0
210,Su?de,106.59,0.0,0.0,10520.4105,1091094.0,69642.0,0.0
210,Suède,0.0,87187.328,0.0,0.0,0.0,0.0,105.08
211,Suisse,794.97,4863979.956,0.0,61240.0878,22639680.0,3745224.0,26746.56
212,Dominique,0.0,0.0,239.330355,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
212,R?publique arabe syrienne,-214.39000000000001,0.0,0.0,10622.2448,30060.0,1847555.0,0.0
212,République arabe syrienne,0.0,170676.09,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
213,Turkm?nistan,9.9,0.0,0.0,10134.5976,0.0,44857.0,0.0
213,Turkménistan,0.0,49198.127,0.0,0.0,0.0,0.0,92.31
214,"Chine, Taiwan Province de",69.84,1901641.077,0.0,0.0,2346.0,892584.0,4279.92
214,R?publique dominicaine,0.0,0.0,579.800583,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
215,R?publique-Unie de Tanzanie,-27.5,0.0,0.0,9663.5682,17766.0,190246.0,0.0
215,République-Unie de Tanzanie,0.0,451022.397,0.0,0.0,0.0,0.0,58.98
216,Tha?lande,-99.88,0.0,0.0,10243.5498,1340640.0,238210.0,0.0
216,Thaïlande,0.0,615456.724,0.0,0.0,0.0,0.0,60.42
217,Togo,-313.83,5658824.9520000005,0.0,77860.3608,38556.0,190656.0,1944.12
218,?quateur,0.0,0.0,361.708867,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
218,Tokélaou,0.0,11.017,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
219,Tonga,700.92,80976.72,0.0,89010.7056,0.0,195.0,0.0
220,Trinit?-et-Tobago,12.76,0.0,0.0,8976.732,0.0,6325.0,0.0
220,Trinité-et-Tobago,0.0,12246.982,0.0,0.0,0.0,0.0,82.04
221,Oman,510.84,3152565.24,0.0,73783.7064,456144.0,3713346.0,20041.98
222,El Salvador,0.0,0.0,219.493254,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
222,Tunisie,-761.31,10969509.76,0.0,101367.198,133722.0,1684160.0,6441.639999999999
223,Turquie,-1324.62,76492880.64,0.0,108472.455,311141520.0,20020320.0,32380.559999999998
224,?les Turques-et-Ca?ques,0.0,0.0,0.0,1118.1555,33352678.907117646,33120962.228784315,3034.9288039215703
224,Îles Turques-et-Caïques,0.0,317.523,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
225,?mirats arabes unis,83.38,0.0,0.0,10766.094000000001,199872.0,436883.0,0.0
225,Émirats arabes unis,0.0,82792.488,0.0,0.0,0.0,0.0,106.16
226,Guin?e ?quatoriale,0.0,0.0,375.828494,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
226,Ouganda,-797.9399999999999,36832392.08,0.0,107896.923,1950720.0,17777088.0,14198.4
227,Tuvalu,1042.47,8706.104,0.0,83299.5792,33352678.907117646,33120962.228784315,3034.9288039215703
229,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,328.68,58255692.561,0.0,96408.4275,205075728.0,241227864.0,33485.4
230,Ukraine,-1005.84,40157712.639,0.0,82282.0518,1898910.0,368709627.0,16816.14
231,?tats-Unis d'Am?rique,55.77,0.0,0.0,11268.856,13436069.0,715104.0,0.0
231,?thiopie,0.0,0.0,1987.949634,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
231,États-Unis d'Amérique,0.0,2865788.682,0.0,0.0,0.0,0.0,112.2
233,Burkina Faso,-737.55,17448076.69,0.0,99097.02,1770048.0,4247776.0,17599.14
233,Estonie,0.0,0.0,412.975016,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
234,Uruguay,834.57,3031293.573,0.0,93395.4381,0.0,156133.0,1250.85
235,Ouzb?kistan,-39.05,0.0,0.0,9800.184,119775.0,54684.0,0.0
235,Ouzbékistan,0.0,274108.688,0.0,0.0,0.0,0.0,93.21000000000001
236,Venezuela (R?publique bolivarienne du),-124.63,0.0,0.0,230210310977.012,0.0,6090.0,0.0
236,Venezuela (République bolivarienne du),0.0,264735.345,0.0,0.0,0.0,0.0,54.83
237,Viet Nam,165.33,90812865.55,0.0,96748.965,2134080.0,7777920.0,8520.96
238,?thiopie,-162.91,0.0,0.0,12069.508,120.0,3210.0,0.0
238,Éthiopie,0.0,884050.199,0.0,0.0,0.0,0.0,64.51
239,?les Vierges britanniques,0.0,0.0,0.0,1120.3459,33352678.907117646,33120962.228784315,3034.9288039215703
239,Îles Vierges britanniques,0.0,260.485,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
240,Îles Vierges américaines,0.0,947.0550000000001,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
242,Fidji,0.0,0.0,469.033102,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
243,Îles Wallis-et-Futuna,0.0,110.156,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
244,Samoa,619.74,113848.35,0.0,61921.1466,0.0,18163.0,1021.5600000000001
246,Finlande,0.0,0.0,174.391641,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
248,?les d'?land,0.0,0.0,188.243018,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
249,Y?men,-264.66,0.0,0.0,10041.0426,0.0,19670.0,0.0
249,Yémen,0.0,232405.814,0.0,0.0,0.0,0.0,52.87
250,France,0.0,0.0,173.756378,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
250,R?publique d?mocratique du Congo,-236.60999999999999,0.0,0.0,15228.909,1156.0,68440.0,0.0
250,République démocratique du Congo,0.0,665966.534,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
251,Zambie,254.43,13748010.705,0.0,98482.65120000001,5519232.0,3636288.0,18966.96
255,Belgique,660.33,11105322.36,0.0,106606.719,1222977366.0,2310932052.0,31816.8
256,Luxembourg,1229.58,494731.611,0.0,97386.6159,2695968.0,2946024.0,33615.0
258,Anguilla,0.0,1396.362,0.0,9875.043,33352678.907117646,33120962.228784315,3034.9288039215703
258,Polyn?sie fran?aise,0.0,0.0,245.341227,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
259,Îles Anglo-Normandes,0.0,1481.398,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
262,Djibouti,0.0,0.0,455.2088,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
264,Île de Man,0.0,755.936,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
266,Gabon,0.0,0.0,316.791383,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
268,G?orgie,0.0,0.0,746.569273,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
270,Gambie,0.0,0.0,917.846891,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
270,Mayotte,0.0,2104.778,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
272,Serbie,-41.58,8808299.61,0.0,100124.361,141535440.0,176688000.0,26551.8
273,Mont?n?gro,31.79,0.0,0.0,10691.159,43560.0,321952.0,0.0
273,Monténégro,0.0,5638.052,0.0,0.0,0.0,0.0,111.11
275,Palestine,0.0,0.0,106.803876,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
276,Allemagne,0.0,0.0,259.554032,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
276,Soudan,-1690.92,29987023.77,0.0,90985.678,0.0,316350.0,1082.72
277,Soudan du Sud,-1479.17,7371384.57,0.0,1801565.8164,0.0,37.0,0.0
278,"Bonaire, Saint-Eustache et Saba",0.0,193.112,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
279,Cura?ao,0.0,0.0,0.0,1106.486,33352678.907117646,33120962.228784315,3034.9288039215703
279,Curaçao,0.0,1267.996,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
280,Sint Maarten  (partie néerlandaise),0.0,311.918,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
280,Sint Maarten (partie n?erlandaise),0.0,0.0,0.0,1116.6604,33352678.907117646,33120962.228784315,3034.9288039215703
281,Saint-Martin (partie française),0.0,292.67,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
282,Saint-Barthélemy,0.0,76.983,0.0,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
288,Ghana,0.0,0.0,903.22559,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
296,Kiribati,0.0,0.0,-186.255337,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
299,Palestine,-1707.75,3958420.0590000004,0.0,89786.3859,0.0,2008.0,0.0
300,Gr?ce,0.0,0.0,79.472787,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
304,Groenland,0.0,0.0,305.479558,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
308,Grenade,0.0,0.0,173.054688,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
312,Guadeloupe,0.0,0.0,230.29589,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
316,Guam,0.0,0.0,359.699457,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
320,Guatemala,0.0,0.0,1177.78672,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
324,Guin?e,0.0,0.0,1918.738352,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
332,Ha?ti,0.0,0.0,1423.869569,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
340,Honduras,0.0,0.0,466.518217,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
344,Chine - RAS de Hong-Kong,0.0,0.0,689.880807,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
348,Hongrie,0.0,0.0,450.334774,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
352,Islande,0.0,0.0,393.777017,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
356,Inde,0.0,0.0,769.406361,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
360,Indon?sie,0.0,0.0,839.428774,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
364,Iran (R?publique islamique d'),0.0,0.0,3345.663108,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
368,Iraq,0.0,0.0,277.314083,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
372,Irlande,0.0,0.0,-162.651906,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
376,Isra?l,0.0,0.0,148.276082,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
380,Italie,0.0,0.0,159.891219,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
384,C?te d'Ivoire,0.0,0.0,345.805828,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
388,Jama?que,0.0,0.0,1019.506558,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
392,Japon,0.0,0.0,157.45501,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
398,Kazakhstan,0.0,0.0,945.8535899999999,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
400,Jordanie,0.0,0.0,252.72035400000001,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
404,Kenya,0.0,0.0,1222.493,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
410,R?publique de Cor?e,0.0,0.0,413.586025,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
414,Kowe?t,0.0,0.0,457.992106,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
417,Kirghizistan,0.0,0.0,638.401573,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
418,R?publique d?mocratique populaire lao,0.0,0.0,806.510767,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
422,Liban,0.0,0.0,3435.207254,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
426,Lesotho,0.0,0.0,921.094907,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
428,Lettonie,0.0,0.0,276.397036,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
430,Lib?ria,0.0,0.0,1725.559176,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
434,Libye,0.0,0.0,1499.907831,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
440,Lituanie,0.0,0.0,288.065628,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
442,Luxembourg,0.0,0.0,260.112923,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
446,Chine - RAS de Macao,0.0,0.0,640.850315,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
450,Madagascar,0.0,0.0,922.442753,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
454,Malawi,0.0,0.0,2016.676362,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
458,Malaisie,0.0,0.0,379.23935,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
462,Maldives,0.0,0.0,735.76078,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
466,Mali,0.0,0.0,171.355241,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
470,Malte,0.0,0.0,383.74823,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
474,Martinique,0.0,0.0,207.887975,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
478,Mauritanie,0.0,0.0,550.81015,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
480,Maurice,0.0,0.0,451.432042,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
484,Mexique,0.0,0.0,684.852922,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
496,Mongolie,0.0,0.0,1084.210838,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
498,R?publique de Moldova,0.0,0.0,931.134676,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
499,Mont?n?gro,0.0,0.0,261.427794,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
500,Montserrat,0.0,0.0,186.533953,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
504,Maroc,0.0,0.0,145.31865,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
508,Mozambique,0.0,0.0,1216.338254,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
512,Oman,0.0,0.0,161.322697,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
516,Namibie,0.0,0.0,801.264735,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
524,N?pal,0.0,0.0,879.034321,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
528,Pays-Bas,0.0,0.0,210.412072,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
531,Cura?ao,0.0,0.0,595.241843,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
533,Aruba,0.0,0.0,347.543584,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
540,Nouvelle-Cal?donie,0.0,0.0,179.47681,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
548,Vanuatu,0.0,0.0,521.87515,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
554,Nouvelle-Z?lande,0.0,0.0,128.257545,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
558,Nicaragua,0.0,0.0,728.273863,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
562,Niger,0.0,0.0,176.670532,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
566,Nig?ria,0.0,0.0,1721.202433,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
578,Norv?ge,0.0,0.0,206.637684,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
583,Micron?sie (?tats f?d?r?s de),0.0,0.0,125.075675,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
585,Palaos,0.0,0.0,292.328862,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
586,Pakistan,0.0,0.0,1067.582096,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
591,Panama,0.0,0.0,304.362749,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
598,Papouasie-Nouvelle-Guin?e,0.0,0.0,261.505091,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
600,Paraguay,0.0,0.0,608.193733,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
604,P?rou,0.0,0.0,436.921688,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
608,Philippines,0.0,0.0,462.475683,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
616,Pologne,0.0,0.0,338.635975,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
620,Portugal,0.0,0.0,142.987461,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
624,Guin?e-Bissau,0.0,0.0,262.829592,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
626,Timor-Leste,0.0,0.0,610.981878,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
630,Porto Rico,0.0,0.0,158.453385,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
634,Qatar,0.0,0.0,159.133169,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
638,R?union,0.0,0.0,204.322892,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
642,Roumanie,0.0,0.0,249.345665,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
643,F?d?ration de Russie,0.0,0.0,939.115808,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
646,Rwanda,0.0,0.0,848.685848,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
659,Saint-Kitts-et-Nevis,0.0,0.0,61.457454999999996,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
660,Anguilla,0.0,0.0,211.215484,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
662,Sainte-Lucie,0.0,0.0,205.564042,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
670,Saint-Vincent-et-les Grenadines,0.0,0.0,205.060486,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
674,Saint-Marin,0.0,0.0,553.822043,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
678,Sao Tom?-et-Principe,0.0,0.0,1233.552396,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
682,Arabie saoudite,0.0,0.0,448.46930299999997,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
686,S?n?gal,0.0,0.0,301.171174,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
688,Serbie,0.0,0.0,522.54227,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
690,Seychelles,0.0,0.0,240.15370000000001,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
694,Sierra Leone,0.0,0.0,1369.139372,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
702,Singapour,0.0,0.0,285.376076,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
703,Slovaquie,0.0,0.0,301.359439,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
704,Viet Nam,0.0,0.0,871.1316029999999,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
705,Slov?nie,0.0,0.0,291.716819,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
710,Afrique du Sud,0.0,0.0,754.870908,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
716,Zimbabwe,0.0,0.0,12879.626436,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
724,Espagne,0.0,0.0,178.25824,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
728,Soudan du Sud,0.0,0.0,11484.360027,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
729,Soudan,0.0,0.0,5671.906657,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
740,Suriname,0.0,0.0,2257.560617,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
748,Eswatini,0.0,0.0,778.699499,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
752,Su?de,0.0,0.0,235.767693,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
756,Suisse,0.0,0.0,-20.382051,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
760,R?publique arabe syrienne,0.0,0.0,5232.113583,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
762,Tadjikistan,0.0,0.0,1042.072613,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
764,Tha?lande,0.0,0.0,351.900392,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
768,Togo,0.0,0.0,141.949997,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
776,Tonga,0.0,0.0,471.122869,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
780,Trinit?-et-Tobago,0.0,0.0,1142.573369,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
784,?mirats arabes unis,0.0,0.0,357.808993,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
788,Tunisie,0.0,0.0,719.761035,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
792,Turquie,0.0,0.0,1545.570979,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
800,Ouganda,0.0,0.0,917.135961,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
804,Ukraine,0.0,0.0,1391.177133,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
807,Mac?doine du Nord,0.0,0.0,180.596014,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
818,?gypte,0.0,0.0,1877.772631,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
826,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,0.0,0.0,206.810165,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
834,R?publique-Unie de Tanzanie,0.0,0.0,1135.43494,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
840,?tats-Unis d'Am?rique,0.0,0.0,188.011137,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
854,Burkina Faso,0.0,0.0,190.785618,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
858,Uruguay,0.0,0.0,1174.877802,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
860,Ouzb?kistan,0.0,0.0,1401.073212,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
862,Venezuela (R?publique bolivarienne du),0.0,0.0,2247365.706805,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
882,Samoa,0.0,0.0,254.50277400000002,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
887,Y?men,0.0,0.0,1236.836936,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
894,Zambie,0.0,0.0,1249.314359,0.0,33352678.907117646,33120962.228784315,3034.9288039215703
64,?les F?ro?,4.451215686274506,6943644.124615687,4704.869179823529,451421226.449319,0.0,71.0,0.0
351,Chine,4.451215686274506,6943644.124615687,4704.869179823529,451421226.449319,1187010.0,1871118.0,0.0
